web-scraper-order,web-scraper-start-url,containers,containers-href,type chaussures,prix,adresse,image -src
"1739300373-307","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2896647","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300376-308","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-fille-2905159","Baskets enfant","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3848408_uploaded_image1_1661541004.jpg"
"1739300378-309","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-2924609","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300380-310","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-2924613","Baskets friperie Nike enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg"
"1739300383-311","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-jordan-11-2934921","Chaussures Jordan 11","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2934921_uploaded_image1_1612567043.jpg"
"1739300386-312","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-nourrissons-2942148","Chaussures nourrissons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2942148_uploaded_image1_1612894020.jpg"
"1739300388-313","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2942161","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300390-314","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2942163","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300393-315","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-montantes-enfants-2942252","Bottes montantes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2942252_uploaded_image1_1612898624.jpg"
"1739300395-316","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2956562","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300398-317","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-2972548","Claquettes enfant","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg"
"1739300400-318","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2972549","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300402-319","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfant-2972750","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300405-320","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassin-enfants-2998854","Mocassins enfant","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg"
"1739300407-321","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3000024","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300410-322","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3004980","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300412-323","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3006541","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300415-324","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3007072","Chaussures enfant","28 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4367839_uploaded_image2_1694130362.jpeg"
"1739300417-325","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3010551","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300420-326","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3012388","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1739300422-327","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfants-3015628","Baskets Jordan enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085703_uploaded_image1_1619658542.jpg"
"1739300425-328","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfants-3017342","Baskets friperie Nike enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg"
"1739300427-329","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3017343","Baskets enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4000080_uploaded_image3_1670513440.jpeg"
"1739300429-330","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3017496","Baskets  Jordan enfants","16 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1739300432-331","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3019231","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300434-332","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3021291","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300436-333","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3021292","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300439-334","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3024046","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1739300441-335","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3024586","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1739300444-336","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-enfant-3032235","Ensemble enfant","12 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3032235_uploaded_image1_1617269518.jpg"
"1739300446-337","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfants-3036155","Baskets friperie Nike enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg"
"1739300450-338","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-air-force-enfants-3036156","Baskets Nike Air Force enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3036156_uploaded_image1_1617387240.jpg"
"1739300452-339","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfants-3036158","Baskets Jordan enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085703_uploaded_image1_1619658542.jpg"
"1739300454-340","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-yeezy-3039797","Baskets Adidas Yeezy","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3039797_uploaded_image1_1617561525.jpg"
"1739300457-341","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3039890","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300459-342","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-3039894","Mocassins enfant","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg"
"1739300462-343","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fillette-3039898","Chaussures fillette","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3039898_uploaded_image1_1617564756.jpg"
"1739300464-344","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3040948","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300467-345","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3040951","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300469-346","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3047895","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1739300471-347","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3047901","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300474-348","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3047906","Chaussures enfant","10 000 CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3047906_uploaded_image1_1617901111.jpg"
"1739300476-349","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-stan-smith-pour-bebe-3048378","","","",""
"1739300479-350","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3052212","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300481-351","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3060194","Chaussures enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4430647_uploaded_image1_1698289087.jpg"
"1739300484-352","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3071128","Chaussures enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4430647_uploaded_image1_1698289087.jpg"
"1739300486-353","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3071648","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300488-354","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3075527","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300491-355","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3077278","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300496-356","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300498-357","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures petite fille","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3088807_uploaded_image1_1619817848.jpg"
"1739300500-358","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300503-359","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfants","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1739300505-360","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-a-talon-enfants-3095584","","","",""
"1739300508-361","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures enfant","15 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3247099_uploaded_image1_1627387079.jpg"
"1739300510-362","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3100228","Chaussures enfant","50 000 CFA","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3100228_uploaded_image1_1620285689.jpg"
"1739300513-363","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102122","Chaussures enfants","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1739300515-364","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3102417","Chaussures orthopédiques enfants","12 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg"
"1739300520-365","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102419","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1739300522-366","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3102429","Baskets enfant","3 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1739300525-367","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102432","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1739300528-368","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102441","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1739300530-369","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3105886","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300533-370","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crops-bebe-3106484","Chaussures crops bébé","5 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3106484_uploaded_image1_1620567535.jpg"
"1739300535-371","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3124327","Chaussures enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4430647_uploaded_image1_1698289087.jpg"
"1739300538-372","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfants-3128593","Chaussures orthopédiques enfants","12 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg"
"1739300540-373","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3136795","Chaussures enfant","1 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1739300543-374","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3138741","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1739300545-375","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3138744","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1739300547-376","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3140539","Chaussures enfant","1 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1739300550-377","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3141001","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300552-378","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3141004","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300554-379","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3156703","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1739300557-380","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3163306","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300559-381","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-air-jordan-enfant-3171528","Baskets Air Jordan enfant","15 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3171528_uploaded_image1_1623678884.jpg"
"1739300562-382","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3196322","Baskets enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4000080_uploaded_image3_1670513440.jpeg"
"1739300564-383","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-a-talon-enfant-3202429","","","",""
"1739300567-384","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3214892","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300569-385","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3214895","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300571-386","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3217457","Chaussures enfants","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg"
"1739300574-387","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3217486","Chaussures enfants","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg"
"1739300576-388","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3217622","Chaussures enfants","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg"
"1739300579-389","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3217628","Chaussures enfants","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg"
"1739300581-390","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3219227","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300583-391","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3219232","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300586-392","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3219248","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1739300588-393","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3222222","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1739300591-394","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3224546","Chaussures enfants","2 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1739300593-395","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3227293","Chaussures enfants","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1739300595-396","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-enfants/babouches-enfant-3231496","Babouches enfant","7 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3231496_uploaded_image1_1626390253.jpg"
