type habits,prix,adresse,img_link
Ensemble 3 pièces garçons,15000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3288161_uploaded_image1_1629373998.jpg
Vêtements enfant,6000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3284080_uploaded_image1_1629189917.jpg
Vêtements friperies enfants,6000.0,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3269998_uploaded_image1_1628452686.jpg
Ensemble combinaison enfant 2 pièces,7000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3268417_uploaded_image1_1628359055.jpg
Robes enfant,4000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3266560_uploaded_image1_1628269772.jpg
Vêtements de friperie,6000.0,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3252830_uploaded_image1_1627680137.jpg
Sous vêtements enfants,6000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3250923_uploaded_image1_1627575838.jpg
Robe enfant,12000.0,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_3246336_uploaded_image1_1627341068.jpg
Maillot de bain enfant,5000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3243385_uploaded_image1_1627145773.jpg
Ensemble short fille,8000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3243381_uploaded_image1_1627145505.jpg
Ensemble enfants,6000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3225642_uploaded_image1_1626171489.jpg
Robe   enfant,6000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3223803_uploaded_image1_1626088912.jpg
Robe enfant,6000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3223798_uploaded_image1_1626088863.jpg
Robe enfant,6000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3223774_uploaded_image1_1626088433.jpg
Robe enfant,3000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3222211_uploaded_image1_1626008052.jpg
Ensemble enfant,6000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3221637_uploaded_image1_1625954553.jpg
Djellaba enfant,5000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3201236_uploaded_image1_1625141023.jpg
Vêtement enfant,2500.0,"Ziguinchor, Sénégal",https://images.coinafrique.com/thumb_3199217_uploaded_image1_1625065031.jpg
Boubou enfant,1000.0,"Ziguinchor, Sénégal",https://images.coinafrique.com/thumb_3199201_uploaded_image1_1625064316.jpg
Sous-vêtement Enfant,6000.0,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg
Habits bébé,6000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3192618_uploaded_image1_1624700331.jpg
Ensemble vêtements,6000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3186865_uploaded_image1_1624408771.jpg
Sous vêtement enfants,5000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3186113_uploaded_image1_1624378022.jpg
T-shirt enfant,1500.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3186107_uploaded_image1_1624377710.jpg
Robe pour fillette,12000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3178371_uploaded_image1_1623973004.jpg
Robes enfant,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3176544_uploaded_image1_1623885930.jpg
Jeans de friperie enfant,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3174226_uploaded_image1_1623782700.jpg
Robe de friperie enfants,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3174224_uploaded_image1_1623782622.jpg
Robes de friperie enfants,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3174220_uploaded_image1_1623782572.jpg
Robe de friperie enfants,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3174219_uploaded_image1_1623782525.jpg
Ensemble enfants,3000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3174216_uploaded_image1_1623782453.jpg
Robe de friperie - enfants,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3174214_uploaded_image1_1623782405.jpg
Ensemble enfants,3000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3174209_uploaded_image1_1623782334.jpg
Jeans friperie enfants,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3174207_uploaded_image1_1623782291.jpg
Jeans de friperie,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3174201_uploaded_image1_1623782246.jpg
Ensemble chemises + pantalon friperie enfants,3000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3174199_uploaded_image2_1623782190.jpeg
Robe fillette,7000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3172225_uploaded_image1_1623704262.jpg
Vêtements enfants,4000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3163009_uploaded_image1_1623254458.jpg
Vêtement enfant,30000.0,"Toubab Dialao, Sénégal",https://images.coinafrique.com/thumb_3160326_uploaded_image1_1623155200.jpg
Ensemble bébé été,5500.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3156533_uploaded_image1_1622995117.jpg
Ensemble été avec bavoir bébé,5500.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3156529_uploaded_image1_1622995007.jpg
Ensemble bébé,4000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3153951_uploaded_image1_1622847447.jpg
Robe  enfant,15000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3147894_uploaded_image1_1622636034.jpg
Vêtement enfant,1500.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3138756_uploaded_image2_1622223312.jpeg
Vêtements enfants,1500.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3138754_uploaded_image1_1622223222.jpg
Vêtement enfant,1500.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3138750_uploaded_image1_1622223144.jpg
Vêtement enfant,6000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3138747_uploaded_image1_1622223048.jpg
Ensemble  pour garçon,4000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3137963_uploaded_image1_1622193150.jpg
Chemises garçon,7000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3125676_uploaded_image1_1621537910.jpg
Robes enfants,7000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3125619_uploaded_image1_1621534794.jpg
Robe pour enfants,15000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_3117591_uploaded_image2_1621167673.jpeg
Robe enfant,20000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3113417_uploaded_image1_1620899489.jpg
Robe,15000.0,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3110386_uploaded_image1_1620737846.jpg
Robe,15000.0,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3110145_uploaded_image1_1620730955.jpg
Robe princesse,5000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3106812_uploaded_image1_1620581452.jpg
Robe bazin riche brodé fait main,15000.0,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3106119_uploaded_image1_1620547487.jpg
Vêtements friperie enfants,6000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3104022_uploaded_image1_1620427612.jpg
Vêtements enfants friperie,6000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3104018_uploaded_image1_1620427485.jpg
Vêtements enfants,12000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3103497_uploaded_image1_1620407250.jpg
Vêtements enfants,6000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3101212_uploaded_image1_1620313045.jpg
Prêt à porter enfants,10000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3100941_uploaded_image1_1620306624.jpg
Vêtements enfant,6000.0,"Geule Tapée, Dakar, Sénégal",https://images.coinafrique.com/thumb_3100042_uploaded_image1_1620266770.jpg
Robe pour bébé,6000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3098724_uploaded_image1_1620219131.jpg
Ensemble enfants,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3098344_uploaded_image1_1620209550.jpg
Robes enfant,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3098340_uploaded_image1_1620209467.jpg
Ensembles enfants,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3097531_uploaded_image1_1620165477.jpg
Robes enfants,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3097522_uploaded_image1_1620165342.jpg
Robes enfants,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3097519_uploaded_image1_1620165230.jpg
Ensembles pour enfants,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3097512_uploaded_image1_1620164877.jpg
Bazin riche avec broderie,18000.0,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3092548_uploaded_image1_1619979222.jpg
Robe enfant,8000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3091601_uploaded_image1_1619937730.jpg
Vêtements Enfants,7000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3091599_uploaded_image3_1619937608.jpeg
Ensemble enfant,10000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3091597_uploaded_image1_1619937516.jpg
Polo Enfant,10000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3091593_uploaded_image1_1619937425.jpg
Ensemble enfant,10000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3091582_uploaded_image1_1619937100.jpg
Robes enfant,10000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3091576_uploaded_image1_1619936893.jpg
Vêtements Enfants,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3091356_uploaded_image1_1619918393.jpg
Vêtements Enfants,3500.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3091353_uploaded_image1_1619918261.jpg
Pantalons jeans enfants,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3091181_uploaded_image1_1619912235.jpg
Ensemble petit garçon,6000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3088972_uploaded_image1_1619825459.jpg
Robe enfant,6000.0,"Les Parcelles Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3088723_uploaded_image1_1619814031.jpg
Tunique enfant,6000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3087733_uploaded_image1_1619763855.jpg
Vêtements friperie enfants,1000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3087186_uploaded_image1_1619724786.jpg
Chemise enfant,2500.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3086775_uploaded_image1_1619710616.jpg
Vêtement enfants,2500.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3086774_uploaded_image1_1619710562.jpg
Chemise enfant,2500.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3086770_uploaded_image1_1619710501.jpg
Robe fillette,6000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3086234_uploaded_image1_1619695623.jpg
Robe fillette,6000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3086230_uploaded_image1_1619695571.jpg
Robe fillette,6000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3086229_uploaded_image1_1619695508.jpg
Robe fillette,6000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3086225_uploaded_image1_1619695446.jpg
Robe fillette,6000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3086220_uploaded_image1_1619695388.jpg
Robe fillette,6000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3083787_uploaded_image1_1619562155.jpg
Ensemble enfants,1300.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3083311_uploaded_image1_1619543622.jpg
Vêtements enfants,10000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3079390_uploaded_image3_1619366149.jpeg
Boxer enfant,6500.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3077069_uploaded_image1_1619214743.jpg
Ensemble fille,2000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3072126_uploaded_image1_1619012521.jpg
Ensemble fille,2000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3072113_uploaded_image1_1619012309.jpg
Vêtements enfant,15000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3067708_uploaded_image1_1618829674.jpg
Body bébé,10000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3067317_uploaded_image1_1618813231.jpg
Grenouillère bébé,3000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3067315_uploaded_image1_1618813047.jpg
Ensemble enfant,7000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3061627_uploaded_image1_1618503756.jpg
Ensemble vêtement enfant,7000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3061615_uploaded_image1_1618503481.jpg
Ensemble bébé,7000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3061601_uploaded_image1_1618503055.jpg
Lacoste enfant,5000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3057300_uploaded_image1_1618332021.jpg
Pantalon enfant,3000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3056602_uploaded_image1_1618315072.jpg
Vêtements enfants,3000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3056595_uploaded_image1_1618314916.jpg
Pantalon enfant,2500.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3056588_uploaded_image1_1618314847.jpg
Robe enfant,3000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3056583_uploaded_image1_1618314776.jpg
Robe enfant,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3056578_uploaded_image1_1618314619.jpg
T-shirt enfant,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3056575_uploaded_image1_1618314552.jpg
Vêtement enfant,3000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3056574_uploaded_image1_1618314483.jpg
Ensemble blouson enfant,6500.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_3053772_uploaded_image1_1618187520.jpg
T-shirt enfant,10000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3051993_uploaded_image1_1618077955.jpg
Ensemble  body et collant,2500.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3043879_uploaded_image1_1617740872.jpg
Vêtements enfants,500.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3041195_uploaded_image1_1617633853.jpg
Vêtements enfants,1000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3041189_uploaded_image1_1617633624.jpg
Ensembles pour enfants,6000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3038305_uploaded_image1_1617474792.jpg
Set de baptême,15000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3038303_uploaded_image1_1617474759.jpg
Ensemble enfants,15000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3038014_uploaded_image1_1617463542.jpg
Vêtements enfants,15000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3038010_uploaded_image1_1617463363.jpg
Ensemble enfant,15000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3037998_uploaded_image1_1617463131.jpg
Grenouillère,1000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3037698_uploaded_image1_1617454183.jpg
Body enfant,500.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3037697_uploaded_image1_1617454125.jpg
Ensembles enfant + chapeau,1500.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3037692_uploaded_image1_1617454021.jpg
Ensemble enfant,2500.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3037689_uploaded_image1_1617453933.jpg
Ensemble bébé,9000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3035855_uploaded_image1_1617379859.jpg
Ensemble blouson enfant,8000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3035799_uploaded_image2_1617378839.jpeg
Barboteuse,1000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3033102_uploaded_image1_1617286526.jpg
Ensemble enfant,2000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3033057_uploaded_image1_1617285824.jpg
Robe fille,11500.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3032229_uploaded_image1_1617269385.jpg
Ensemble bébé,6000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3032224_uploaded_image1_1617269304.jpg
Ensemble pour bébé,9500.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3024581_uploaded_image1_1616870758.jpg
Vêtements pour enfant de 0 à 13ans,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3019124_uploaded_image1_1616606467.jpg
Ensemble chemise - pantalon enfant,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3017358_uploaded_image1_1616523355.jpg
Pantalon jeans enfants,2000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3017355_uploaded_image1_1616523288.jpg
Vêtements enfant,3000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3013660_uploaded_image1_1616353788.jpg
Vêtements bébé,3500.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3013647_uploaded_image1_1616353124.jpg
Pantalon jeans friperie enfants,6000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3012395_uploaded_image1_1616265641.jpg
Ensemble chemise - pantalon jeans friperie,5000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3012391_uploaded_image1_1616265553.jpg
Pantalon jeans friperie,3000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3012387_uploaded_image1_1616265415.jpg
Grenouillère bébé,6000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3008320_uploaded_image1_1616068246.jpg
Lot de vêtements friperie de 0 à 12ans,6000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3000888_uploaded_image1_1615698089.jpg
Ensemble maillots enfants,8000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_2997124_uploaded_image1_1615491439.jpg
